answer_id,system_id,query_id,repo_id,owner_repo,audit_type,expected_answer_sha256,predicted_answer,predicted_answer_sha256,correct,abstained,retrieved_source_span_id,raw_prompt_context_bytes,compact_routehint_bytes,context_or_hint_sha256,latency_ns
v52x_D_v53e_0282,D,v53e_0282,django_django,django/django,config_mismatch,sha256:d6b1124297638a332c084cf2d6f5817b5896dd27d8876e17610ec256f9d5410e,"Evidence at pyproject.toml:65 supports this bounded audit fact: version = {attr = ""django.__version__""}",sha256:d6b1124297638a332c084cf2d6f5817b5896dd27d8876e17610ec256f9d5410e,1,0,v53e_0282_span_001,512,0,sha256:817c15455b66dd53057cb0df8d84631d8ac337e146dac3a4bc61e80e8e5f6a59,250000000
v52x_D_v53e_0283,D,v53e_0283,django_django,django/django,config_mismatch,sha256:bdb4e79756fa3f6bc7eff9d0fdbb4e6eef0669da300fb1e85f597d4b7a18b066,Evidence at tox.ini:32 supports this bounded audit fact: OBJC_DISABLE_INITIALIZE_FORK_SAFETY,sha256:bdb4e79756fa3f6bc7eff9d0fdbb4e6eef0669da300fb1e85f597d4b7a18b066,1,0,v53e_0283_span_001,512,0,sha256:e7666268a6629b1dba00002876a892d168d31c7db724d53e191c8e13b7e892ac,250000000
v52x_D_v53e_0284,D,v53e_0284,django_django,django/django,config_mismatch,sha256:0df5e8d435545ae40bfe245b5d10268e9edabf5a9ec3788883c15cea9c3b79eb,Evidence at tox.ini:56 supports this bounded audit fact: [testenv:blacken-docs],sha256:0df5e8d435545ae40bfe245b5d10268e9edabf5a9ec3788883c15cea9c3b79eb,1,0,v53e_0284_span_001,512,0,sha256:4ad499f51a9ff5f6eaa7fa2236a58b939ba800c6219c217dc61531fff82701d9,250000000
v52x_D_v53e_0285,D,v53e_0285,django_django,django/django,config_mismatch,sha256:37188e6ad6a8a8dfaf4c864dc2b98044da1bdcb61205896fe2433a0c3a5c3330,Evidence at tox.ini:76 supports this bounded audit fact: allowlist_externals =,sha256:37188e6ad6a8a8dfaf4c864dc2b98044da1bdcb61205896fe2433a0c3a5c3330,1,0,v53e_0285_span_001,512,0,sha256:3abffc7b93a5468571bfb3fb1370b2785d2f05f1782372c8c7b23d4bb167af1d,250000000
v52x_D_v53e_0286,D,v53e_0286,fastapi_fastapi,fastapi/fastapi,config_mismatch,sha256:c5c40314ab2d5a049af45a16e5ea02ad01efcfdb8c77af7c58ae2511a8521d03,"Evidence at pyproject.toml:37 supports this bounded audit fact: ""Programming Language :: Python :: 3.11"",",sha256:c5c40314ab2d5a049af45a16e5ea02ad01efcfdb8c77af7c58ae2511a8521d03,1,0,v53e_0286_span_001,512,0,sha256:6f08fffb8a94052a4a84a1f422621d8524243d9e2ad6c087648f9cf34285a1c8,250000000
v52x_D_v53e_0287,D,v53e_0287,fastapi_fastapi,fastapi/fastapi,config_mismatch,sha256:f82ab41ae13afdca3abebcf8f1ededa2c4390ee4c739214f1329de80b2e09740,"Evidence at pyproject.toml:110 supports this bounded audit fact: ""email-validator >=2.0.0"",",sha256:f82ab41ae13afdca3abebcf8f1ededa2c4390ee4c739214f1329de80b2e09740,1,0,v53e_0287_span_001,512,0,sha256:ccc2f5fdb77c08cb8c6d64d73e73064d55b943dc65d56140202318df8d970da2,250000000
v52x_D_v53e_0288,D,v53e_0288,pallets_click,pallets/click,config_mismatch,sha256:7454072d8c9e6af9b8db70138fc32f84b9da88987e9eeb7bb270ee4adbc10b78,"Evidence at examples/aliases/pyproject.toml:2 supports this bounded audit fact: name = ""click-example-aliases""",sha256:7454072d8c9e6af9b8db70138fc32f84b9da88987e9eeb7bb270ee4adbc10b78,1,0,v53e_0288_span_001,512,0,sha256:7e63679a64fdb04811b930c3225508c108eb459a816420c156dc2e80d2d29a72,250000000
v52x_D_v53e_0289,D,v53e_0289,pallets_click,pallets/click,config_mismatch,sha256:05662462dd65ff7e9f2a2ce62f8f46f6f29b32b54ef5d1ca9875b6c8dbd5b32d,"Evidence at examples/aliases/pyproject.toml:14 supports this bounded audit fact: requires = [""flit_core<4""]",sha256:05662462dd65ff7e9f2a2ce62f8f46f6f29b32b54ef5d1ca9875b6c8dbd5b32d,1,0,v53e_0289_span_001,512,0,sha256:ef3e766efe3813e3bfb23b925a1632fdfeb979b2701c119970ef2cadbb264461,250000000
v52x_D_v53e_0290,D,v53e_0290,pallets_click,pallets/click,config_mismatch,sha256:fdfa2c23582bbed8e911b55ba0dc3953e7c0d004bac2b519d0133c392593e7ac,"Evidence at examples/colors/pyproject.toml:4 supports this bounded audit fact: description = ""Click colors example""",sha256:fdfa2c23582bbed8e911b55ba0dc3953e7c0d004bac2b519d0133c392593e7ac,1,0,v53e_0290_span_001,512,0,sha256:82a9ff27d22aa8a57b9c4d55feb2b8f8d4fd6f21193a99b7853c258b56d3c4c9,250000000
v52x_D_v53e_0291,D,v53e_0291,pallets_flask,pallets/flask,config_mismatch,sha256:daaf383df53d462e36f20bf27761ea25d68da38303e25c81124c68f6acd5529c,"Evidence at examples/celery/pyproject.toml:2 supports this bounded audit fact: name = ""flask-example-celery""",sha256:daaf383df53d462e36f20bf27761ea25d68da38303e25c81124c68f6acd5529c,1,0,v53e_0291_span_001,512,0,sha256:bfbe11426eddca4da74f2ad60036104549b12a1d05183bccd62f7b855d19c557,250000000
v52x_D_v53e_0292,D,v53e_0292,pallets_flask,pallets/flask,config_mismatch,sha256:b3fb827917327694653c11f3d29de9d5f3831ea28b277c5db3db6d1adf3175cb,"Evidence at examples/celery/pyproject.toml:10 supports this bounded audit fact: requires = [""flit_core<4""]",sha256:b3fb827917327694653c11f3d29de9d5f3831ea28b277c5db3db6d1adf3175cb,1,0,v53e_0292_span_001,512,0,sha256:131ac4d6ad07c77853b4a25a5be38487f44302c46721c80f3226f467d5b83701,250000000
v52x_D_v53e_0293,D,v53e_0293,pallets_flask,pallets/flask,config_mismatch,sha256:278996a28f86fd9b26447192e5059d2d360820f9db1dd79809818af64d5a4f7e,"Evidence at examples/javascript/pyproject.toml:5 supports this bounded audit fact: readme = ""README.rst""",sha256:278996a28f86fd9b26447192e5059d2d360820f9db1dd79809818af64d5a4f7e,1,0,v53e_0293_span_001,512,0,sha256:bfea9c2d0635f91ce9fffc5e74818becd7932eabbba5574019e297d1080adc13,250000000
v52x_D_v53e_0294,D,v53e_0294,pallets_flask,pallets/flask,config_mismatch,sha256:24ab85179242671f6e2d1e89996945a0fbbf6a33d108bd1b2b878556eeb9c425,"Evidence at examples/javascript/pyproject.toml:22 supports this bounded audit fact: name = ""js_example""",sha256:24ab85179242671f6e2d1e89996945a0fbbf6a33d108bd1b2b878556eeb9c425,1,0,v53e_0294_span_001,512,0,sha256:4fb6ef3d59a25bd0800718c1d9cfeda67fa34b7228d53f384af6d2f3e3ddd7cb,250000000
v52x_D_v53e_0295,D,v53e_0295,psf_requests,psf/requests,config_mismatch,sha256:318ba46b26f8a4fe328bd6a08fb759225e6dfbbf4919e16ea66d5ae5ec72febe,"Evidence at pyproject.toml:29 supports this bounded audit fact: ""Intended Audience :: Developers"",",sha256:318ba46b26f8a4fe328bd6a08fb759225e6dfbbf4919e16ea66d5ae5ec72febe,1,0,v53e_0295_span_001,512,0,sha256:acfe7d78456799ab00147cfcf2e26735be8f430b4718c883f18c125ef86b00d3,250000000
v52x_D_v53e_0296,D,v53e_0296,psf_requests,psf/requests,config_mismatch,sha256:49a56b0b2b6862c6672bd1a7f017e01b1987a81e56afe8724c8f857bfe43b8ac,"Evidence at pyproject.toml:40 supports this bounded audit fact: ""Programming Language :: Python :: 3.15"",",sha256:49a56b0b2b6862c6672bd1a7f017e01b1987a81e56afe8724c8f857bfe43b8ac,1,0,v53e_0296_span_001,512,0,sha256:ea7b6d22c4d6ced3324cbb95a51dffb304be8ab3d9d4cc3fbdd136bcd44a05d2,250000000
v52x_D_v53e_0297,D,v53e_0297,psf_requests,psf/requests,config_mismatch,sha256:b3a91edf38c4a222acb717c6f1aba8941db0e5e265557eb7f988a85cde911f21,"Evidence at pyproject.toml:56 supports this bounded audit fact: use_chardet_on_py3 = [""chardet>=3.0.2,<8""]",sha256:b3a91edf38c4a222acb717c6f1aba8941db0e5e265557eb7f988a85cde911f21,1,0,v53e_0297_span_001,512,0,sha256:42953662a64ef929354c9a2fd239beb0bbe4479467e58e5c8fc949f52f7c7a6d,250000000
v52x_D_v53e_0298,D,v53e_0298,psf_requests,psf/requests,config_mismatch,sha256:19ec570bf8a50f3f43a086c698ccb56501a7c1682c40769fe2b9465f30365e96,"Evidence at pyproject.toml:88 supports this bounded audit fact: src = [""src/requests"", ""tests""]",sha256:19ec570bf8a50f3f43a086c698ccb56501a7c1682c40769fe2b9465f30365e96,1,0,v53e_0298_span_001,512,0,sha256:87d1b4a7140ef7e1f76be75322f9f30afa88cad6b1fa9173ad585aba0da3e713,250000000
v52x_D_v53e_0299,D,v53e_0299,pypa_pip,pypa/pip,config_mismatch,sha256:9976b60dc257bb3ad6afa8678e3a8324ee4091d508f54da186372d3856e15915,"Evidence at pyproject.toml:29 supports this bounded audit fact: {name = ""The pip developers"", email = ""distutils-sig@python.org""},",sha256:9976b60dc257bb3ad6afa8678e3a8324ee4091d508f54da186372d3856e15915,1,0,v53e_0299_span_001,512,0,sha256:e0e6411761eba53712810dc961c2d4da3c719d09ac2d360c477d93a8a0e2345b,250000000
v52x_D_v53e_0300,D,v53e_0300,pypa_pip,pypa/pip,config_mismatch,sha256:833fdde122e1879d25a583ee8dc8124f667defeced2f607102fd4ab0b25ab9f8,"Evidence at pyproject.toml:137 supports this bounded audit fact: { name = ""Vendored Libraries"", directory = ""vendor"", showcontent = true },",sha256:833fdde122e1879d25a583ee8dc8124f667defeced2f607102fd4ab0b25ab9f8,1,0,v53e_0300_span_001,512,0,sha256:ef2c0f33a7e0948a152bf519be96865d2739c007ea07a5ce283d8e4b029e2788,250000000
v52x_D_v53e_0301,D,v53e_0301,pypa_pip,pypa/pip,config_mismatch,sha256:79f3860c70804389469a7c4ea2ad298dc36bde42efe70213fff289629cae5eb1,Evidence at pyproject.toml:362 supports this bounded audit fact: # Unit test source directory e.g.,sha256:79f3860c70804389469a7c4ea2ad298dc36bde42efe70213fff289629cae5eb1,1,0,v53e_0301_span_001,512,0,sha256:25be202b25f0f503f7ed9b7d33d2aae93231e22a36e30929ff97680ee8bea035,250000000
v52x_D_v53e_0302,D,v53e_0302,pypa_sampleproject,pypa/sampleproject,config_mismatch,sha256:e7c5987b3b392ebfa0e581003cdc7032e48947d3610976a9025da6a55384f87e,Evidence at pyproject.toml:43 supports this bounded audit fact: # This is an optional longer description of your project that represents,sha256:e7c5987b3b392ebfa0e581003cdc7032e48947d3610976a9025da6a55384f87e,1,0,v53e_0302_span_001,512,0,sha256:3be5ef5d379fdc07462daeb447be6b2d0a18fb8f48bc265f03fba7508598298f,250000000
v52x_D_v53e_0303,D,v53e_0303,pypa_sampleproject,pypa/sampleproject,config_mismatch,sha256:49be7e7fad36937aa08c939e2a6b716646dcd50353f593c542e2073fa4a94f71,Evidence at pyproject.toml:61 supports this bounded audit fact: # https://packaging.python.org/en/latest/specifications/core-metadata/#license,sha256:49be7e7fad36937aa08c939e2a6b716646dcd50353f593c542e2073fa4a94f71,1,0,v53e_0303_span_001,512,0,sha256:62ed20b272bf39cf85060858d8be0f79485512c1a59e98ab8b6f646a30cacb54,250000000
v52x_D_v53e_0304,D,v53e_0304,pypa_sampleproject,pypa/sampleproject,config_mismatch,sha256:059da5b0a6fd134e16f44697b5b0adb40f7bdd97457e93a3fa9891cb238a50ab,Evidence at pyproject.toml:84 supports this bounded audit fact: # Classifiers help users find your project by categorizing it.,sha256:059da5b0a6fd134e16f44697b5b0adb40f7bdd97457e93a3fa9891cb238a50ab,1,0,v53e_0304_span_001,512,0,sha256:f9d23f986045889791e04ad4a527fdf66f5a7176fda3affb176a937942d13f51,250000000
v52x_D_v53e_0305,D,v53e_0305,pypa_sampleproject,pypa/sampleproject,config_mismatch,sha256:35bee96901afb76973a2f86e8f144eb9e44640d2ee911a7fceca802839b05009,"Evidence at pyproject.toml:105 supports this bounded audit fact: ""Programming Language :: Python :: 3.9"",",sha256:35bee96901afb76973a2f86e8f144eb9e44640d2ee911a7fceca802839b05009,1,0,v53e_0305_span_001,512,0,sha256:37760378b43d0414262f5810a09a2c5f960076b3a6c43e7c01c0d02345b97cd9,250000000
v52x_D_v53e_0306,D,v53e_0306,pypa_sampleproject,pypa/sampleproject,config_mismatch,sha256:799a8ab4b50d35855ab415fd6b99df0e3c11b9027ae9fedec77be54e3ff42f2f,"Evidence at pyproject.toml:122 supports this bounded audit fact: # dependencies). Users will be able to install these using the ""extras""",sha256:799a8ab4b50d35855ab415fd6b99df0e3c11b9027ae9fedec77be54e3ff42f2f,1,0,v53e_0306_span_001,512,0,sha256:478cab7b92505dc76f346e40679c063290911bf34d1255680c0afc5bddc16c34,250000000
v52x_D_v53e_0307,D,v53e_0307,pytest_dev_pytest,pytest-dev/pytest,config_mismatch,sha256:2b17216e951895d7820ae17bb06c796ad4dd2f1237abae976a0196a38b62093f,Evidence at pyproject.toml:97 supports this bounded audit fact: format.docstring-code-format = true,sha256:2b17216e951895d7820ae17bb06c796ad4dd2f1237abae976a0196a38b62093f,1,0,v53e_0307_span_001,512,0,sha256:20f0fe6d740857859768e04bf74c0c42dd1233e315249918e1064c2a5be1d5cb,250000000
v52x_D_v53e_0308,D,v53e_0308,pytest_dev_pytest,pytest-dev/pytest,config_mismatch,sha256:35143f1ed3e3c177cb8fbbe40affa237f84e47253face7a477873b8803bd01f9,Evidence at pyproject.toml:176 supports this bounded audit fact: # can't be disabled on a line-by-line basis in file,sha256:35143f1ed3e3c177cb8fbbe40affa237f84e47253face7a477873b8803bd01f9,1,0,v53e_0308_span_001,512,0,sha256:b36057839be2d5f2436784eb2e982645a91fab96b0fd6b0d6de29efc589cea59,250000000
v52x_D_v53e_0309,D,v53e_0309,pytest_dev_pytest,pytest-dev/pytest,config_mismatch,sha256:aa1a0267a5bbc19bdad15efad983cd77e5be73ded428a649e88343b81d018a12,"Evidence at pyproject.toml:256 supports this bounded audit fact: ""invalid-bool-returned"",",sha256:aa1a0267a5bbc19bdad15efad983cd77e5be73ded428a649e88343b81d018a12,1,0,v53e_0309_span_001,512,0,sha256:96ee40f9cff210101bab7a6f4b70c84b1b6ccbe2263c0529d7d30ffd5c784508,250000000
v52x_D_v53e_0310,D,v53e_0310,pytest_dev_pytest,pytest-dev/pytest,config_mismatch,sha256:fb4246c3ca4eecbaab32a3d70a5c1a2ff623639de9e71a95f67bb5c83ab629c3,"Evidence at pyproject.toml:328 supports this bounded audit fact: ""unused-argument"",",sha256:fb4246c3ca4eecbaab32a3d70a5c1a2ff623639de9e71a95f67bb5c83ab629c3,1,0,v53e_0310_span_001,512,0,sha256:4e79fc1dfcb1c6b3d97d372c54231231c225f16f9ed74fa510637ca17b18a45a,250000000
v52x_D_v53e_0311,D,v53e_0311,pytest_dev_pytest,pytest-dev/pytest,config_mismatch,sha256:8a27878bb7a9fae8835bf0ae6de9f45d05f76d8c5c04d2f250de6877495e7880,Evidence at tox.ini:113 supports this bounded audit fact: xdist: pytest-xdist>=2.1.0,sha256:8a27878bb7a9fae8835bf0ae6de9f45d05f76d8c5c04d2f250de6877495e7880,1,0,v53e_0311_span_001,512,0,sha256:3be45de7cf837e68eeb43274f0f269998f21ed85c2fd56b078ab249d68041274,250000000
v52x_D_v53e_0312,D,v53e_0312,tiangolo_typer,tiangolo/typer,config_mismatch,sha256:9d09b07310cbfc6e27fbf128f5c34dd6de0322f4502f2c95f534be606892c77a,"Evidence at pyproject.toml:22 supports this bounded audit fact: ""Topic :: Software Development :: Libraries :: Python Modules"",",sha256:9d09b07310cbfc6e27fbf128f5c34dd6de0322f4502f2c95f534be606892c77a,1,0,v53e_0312_span_001,512,0,sha256:450c5aa216c50b6edaa265c4a8bdfdec9f272457bceafc4647f69ee23e9bb13a,250000000
v52x_D_v53e_0313,D,v53e_0313,tiangolo_typer,tiangolo/typer,config_mismatch,sha256:7b19ebdde0966b9692cc47e28c4ff1f851531d00b707fd563a6e8e60a1137a72,"Evidence at pyproject.toml:65 supports this bounded audit fact: ""mdx-include >=1.4.1"",",sha256:7b19ebdde0966b9692cc47e28c4ff1f851531d00b707fd563a6e8e60a1137a72,1,0,v53e_0313_span_001,512,0,sha256:192cd930a647e8459ab5f8e0364bcae4d97c7e27424a2b8fe7b061ca6e94e804,250000000
v52x_D_v53e_0314,D,v53e_0314,tiangolo_typer,tiangolo/typer,config_mismatch,sha256:d9faee3060cca00223c499078faa513ef30800200a6d60e51169a3b52e90a2e0,"Evidence at pyproject.toml:133 supports this bounded audit fact: 'if __name__ == ""__main__"":',",sha256:d9faee3060cca00223c499078faa513ef30800200a6d60e51169a3b52e90a2e0,1,0,v53e_0314_span_001,512,0,sha256:84aacf5f679cb130947976c0d9d50c61ca1321ed9f19e648aee61e8994a9af75,250000000
v52x_D_v53e_0315,D,v53e_0315,django_django,django/django,config_mismatch,sha256:527b3cd60ea3d3e4b1e64089582fd37b31e3049a4af5597b9b8e0f06d50c4e3e,"Evidence at pyproject.toml:29 supports this bounded audit fact: ""Programming Language :: Python :: 3 :: Only"",",sha256:527b3cd60ea3d3e4b1e64089582fd37b31e3049a4af5597b9b8e0f06d50c4e3e,1,0,v53e_0315_span_001,512,0,sha256:cec2b965a05aecf2d83e4f82b72d73cf00f213e3c0d0d287a63e57e688c1ce6c,250000000
v52x_D_v53e_0316,D,v53e_0316,django_django,django/django,config_mismatch,sha256:d6b1124297638a332c084cf2d6f5817b5896dd27d8876e17610ec256f9d5410e,"Evidence at pyproject.toml:65 supports this bounded audit fact: version = {attr = ""django.__version__""}",sha256:d6b1124297638a332c084cf2d6f5817b5896dd27d8876e17610ec256f9d5410e,1,0,v53e_0316_span_001,512,0,sha256:e7743d615d6ac01f580088848f6c3cd445bd4ec76fca92bda74386119ef0f19e,250000000
v52x_D_v53e_0317,D,v53e_0317,django_django,django/django,config_mismatch,sha256:bdb4e79756fa3f6bc7eff9d0fdbb4e6eef0669da300fb1e85f597d4b7a18b066,Evidence at tox.ini:32 supports this bounded audit fact: OBJC_DISABLE_INITIALIZE_FORK_SAFETY,sha256:bdb4e79756fa3f6bc7eff9d0fdbb4e6eef0669da300fb1e85f597d4b7a18b066,1,0,v53e_0317_span_001,512,0,sha256:e01082e71cffede3344d406a52b5623198f02006becdfab6ec24d56a738364f0,250000000
v52x_D_v53e_0318,D,v53e_0318,django_django,django/django,config_mismatch,sha256:0df5e8d435545ae40bfe245b5d10268e9edabf5a9ec3788883c15cea9c3b79eb,Evidence at tox.ini:56 supports this bounded audit fact: [testenv:blacken-docs],sha256:0df5e8d435545ae40bfe245b5d10268e9edabf5a9ec3788883c15cea9c3b79eb,1,0,v53e_0318_span_001,512,0,sha256:7bcb6c26eef9908110ec7af4da348d4092fcf00c2bbce25e8e332678b6f06aa8,250000000
v52x_D_v53e_0319,D,v53e_0319,django_django,django/django,config_mismatch,sha256:37188e6ad6a8a8dfaf4c864dc2b98044da1bdcb61205896fe2433a0c3a5c3330,Evidence at tox.ini:76 supports this bounded audit fact: allowlist_externals =,sha256:37188e6ad6a8a8dfaf4c864dc2b98044da1bdcb61205896fe2433a0c3a5c3330,1,0,v53e_0319_span_001,512,0,sha256:a382441b7cb2487e9fd06a4526cc4cb2c9002c8cae47f1cf37935d34163037d4,250000000
v52x_D_v53e_0320,D,v53e_0320,fastapi_fastapi,fastapi/fastapi,config_mismatch,sha256:c5c40314ab2d5a049af45a16e5ea02ad01efcfdb8c77af7c58ae2511a8521d03,"Evidence at pyproject.toml:37 supports this bounded audit fact: ""Programming Language :: Python :: 3.11"",",sha256:c5c40314ab2d5a049af45a16e5ea02ad01efcfdb8c77af7c58ae2511a8521d03,1,0,v53e_0320_span_001,512,0,sha256:ed110f1d8605edf3591ff69e69763ba5a72f784e87df9ced7bb81ed24df28ed6,250000000
v52x_D_v53e_0321,D,v53e_0321,fastapi_fastapi,fastapi/fastapi,config_mismatch,sha256:f82ab41ae13afdca3abebcf8f1ededa2c4390ee4c739214f1329de80b2e09740,"Evidence at pyproject.toml:110 supports this bounded audit fact: ""email-validator >=2.0.0"",",sha256:f82ab41ae13afdca3abebcf8f1ededa2c4390ee4c739214f1329de80b2e09740,1,0,v53e_0321_span_001,512,0,sha256:a10265308b989fe99d6b512235cfacb31d8d720b4811e2c855a0809f1ff7246b,250000000
v52x_D_v53e_0322,D,v53e_0322,pallets_click,pallets/click,config_mismatch,sha256:7454072d8c9e6af9b8db70138fc32f84b9da88987e9eeb7bb270ee4adbc10b78,"Evidence at examples/aliases/pyproject.toml:2 supports this bounded audit fact: name = ""click-example-aliases""",sha256:7454072d8c9e6af9b8db70138fc32f84b9da88987e9eeb7bb270ee4adbc10b78,1,0,v53e_0322_span_001,512,0,sha256:e9a603f4a76feb50cdceba8c0c93c302ce4e326134107fa5a2fe5bd84c7507a0,250000000
v52x_D_v53e_0323,D,v53e_0323,pallets_click,pallets/click,config_mismatch,sha256:05662462dd65ff7e9f2a2ce62f8f46f6f29b32b54ef5d1ca9875b6c8dbd5b32d,"Evidence at examples/aliases/pyproject.toml:14 supports this bounded audit fact: requires = [""flit_core<4""]",sha256:05662462dd65ff7e9f2a2ce62f8f46f6f29b32b54ef5d1ca9875b6c8dbd5b32d,1,0,v53e_0323_span_001,512,0,sha256:bc6f1dc810b2223d0b00c7b47d935c193c8a02db600b7ca14a9c47c737f0a8ba,250000000
v52x_D_v53e_0324,D,v53e_0324,pallets_click,pallets/click,config_mismatch,sha256:fdfa2c23582bbed8e911b55ba0dc3953e7c0d004bac2b519d0133c392593e7ac,"Evidence at examples/colors/pyproject.toml:4 supports this bounded audit fact: description = ""Click colors example""",sha256:fdfa2c23582bbed8e911b55ba0dc3953e7c0d004bac2b519d0133c392593e7ac,1,0,v53e_0324_span_001,512,0,sha256:35fa0297bb66efa5153cf143ed7fb6d81aa917cb3e7948c616625c772c0d8593,250000000
v52x_D_v53e_0325,D,v53e_0325,pallets_flask,pallets/flask,config_mismatch,sha256:daaf383df53d462e36f20bf27761ea25d68da38303e25c81124c68f6acd5529c,"Evidence at examples/celery/pyproject.toml:2 supports this bounded audit fact: name = ""flask-example-celery""",sha256:daaf383df53d462e36f20bf27761ea25d68da38303e25c81124c68f6acd5529c,1,0,v53e_0325_span_001,512,0,sha256:1240a186d980edf8e99dc7fa66099ab539bdd0025203c9f4bd9e28e194c273d6,250000000
v52x_D_v53e_0326,D,v53e_0326,pallets_flask,pallets/flask,config_mismatch,sha256:b3fb827917327694653c11f3d29de9d5f3831ea28b277c5db3db6d1adf3175cb,"Evidence at examples/celery/pyproject.toml:10 supports this bounded audit fact: requires = [""flit_core<4""]",sha256:b3fb827917327694653c11f3d29de9d5f3831ea28b277c5db3db6d1adf3175cb,1,0,v53e_0326_span_001,512,0,sha256:b16fbe68eb69a283ffe6c419dfd028d6534ae02a6dcae08273303d7654853a62,250000000
v52x_D_v53e_0327,D,v53e_0327,pallets_flask,pallets/flask,config_mismatch,sha256:278996a28f86fd9b26447192e5059d2d360820f9db1dd79809818af64d5a4f7e,"Evidence at examples/javascript/pyproject.toml:5 supports this bounded audit fact: readme = ""README.rst""",sha256:278996a28f86fd9b26447192e5059d2d360820f9db1dd79809818af64d5a4f7e,1,0,v53e_0327_span_001,512,0,sha256:73159a40ff7b4c5ca0e2247b470b7420e08bda5d85d92feed5f25733708f2a97,250000000
v52x_D_v53e_0328,D,v53e_0328,pallets_flask,pallets/flask,config_mismatch,sha256:24ab85179242671f6e2d1e89996945a0fbbf6a33d108bd1b2b878556eeb9c425,"Evidence at examples/javascript/pyproject.toml:22 supports this bounded audit fact: name = ""js_example""",sha256:24ab85179242671f6e2d1e89996945a0fbbf6a33d108bd1b2b878556eeb9c425,1,0,v53e_0328_span_001,512,0,sha256:ca9d2450f7129cfc1190124aba96a98aa0d6c46750eaec5ea78a4a6846dba49b,250000000
v52x_D_v53e_0329,D,v53e_0329,psf_requests,psf/requests,config_mismatch,sha256:318ba46b26f8a4fe328bd6a08fb759225e6dfbbf4919e16ea66d5ae5ec72febe,"Evidence at pyproject.toml:29 supports this bounded audit fact: ""Intended Audience :: Developers"",",sha256:318ba46b26f8a4fe328bd6a08fb759225e6dfbbf4919e16ea66d5ae5ec72febe,1,0,v53e_0329_span_001,512,0,sha256:8f4db06eaad801b08a7ec5472a20d9830c55385286e7782b8d01f2612853dab8,250000000
v52x_D_v53e_0330,D,v53e_0330,psf_requests,psf/requests,config_mismatch,sha256:49a56b0b2b6862c6672bd1a7f017e01b1987a81e56afe8724c8f857bfe43b8ac,"Evidence at pyproject.toml:40 supports this bounded audit fact: ""Programming Language :: Python :: 3.15"",",sha256:49a56b0b2b6862c6672bd1a7f017e01b1987a81e56afe8724c8f857bfe43b8ac,1,0,v53e_0330_span_001,512,0,sha256:0f5d13754a9b84899e6274a0bc9ce5d316b11451840334787198ec5d600bee6f,250000000
v52x_D_v53e_0331,D,v53e_0331,psf_requests,psf/requests,config_mismatch,sha256:b3a91edf38c4a222acb717c6f1aba8941db0e5e265557eb7f988a85cde911f21,"Evidence at pyproject.toml:56 supports this bounded audit fact: use_chardet_on_py3 = [""chardet>=3.0.2,<8""]",sha256:b3a91edf38c4a222acb717c6f1aba8941db0e5e265557eb7f988a85cde911f21,1,0,v53e_0331_span_001,512,0,sha256:08f57a98332883d5e3b3edbf92c4686efc2c5724b2a4ac753ccff36b6f2c1a8f,250000000
v52x_D_v53e_0332,D,v53e_0332,psf_requests,psf/requests,config_mismatch,sha256:19ec570bf8a50f3f43a086c698ccb56501a7c1682c40769fe2b9465f30365e96,"Evidence at pyproject.toml:88 supports this bounded audit fact: src = [""src/requests"", ""tests""]",sha256:19ec570bf8a50f3f43a086c698ccb56501a7c1682c40769fe2b9465f30365e96,1,0,v53e_0332_span_001,512,0,sha256:ad1c714a76c6708f0d37a014d14abaa14a7a4f3c47646cb6fe13bf99cc50a48b,250000000
v52x_D_v53e_0333,D,v53e_0333,pypa_pip,pypa/pip,config_mismatch,sha256:9976b60dc257bb3ad6afa8678e3a8324ee4091d508f54da186372d3856e15915,"Evidence at pyproject.toml:29 supports this bounded audit fact: {name = ""The pip developers"", email = ""distutils-sig@python.org""},",sha256:9976b60dc257bb3ad6afa8678e3a8324ee4091d508f54da186372d3856e15915,1,0,v53e_0333_span_001,512,0,sha256:250a9ac1602fff1a104041fd66b3047ff2d336c4894287114d59fae4e5d12f49,250000000
v52x_D_v53e_0334,D,v53e_0334,pypa_pip,pypa/pip,config_mismatch,sha256:833fdde122e1879d25a583ee8dc8124f667defeced2f607102fd4ab0b25ab9f8,"Evidence at pyproject.toml:137 supports this bounded audit fact: { name = ""Vendored Libraries"", directory = ""vendor"", showcontent = true },",sha256:833fdde122e1879d25a583ee8dc8124f667defeced2f607102fd4ab0b25ab9f8,1,0,v53e_0334_span_001,512,0,sha256:bfac7a700f8ca5812b47743837703b49344dc872fcfc14d7b49605514eb04e26,250000000
v52x_D_v53e_0335,D,v53e_0335,pypa_pip,pypa/pip,config_mismatch,sha256:79f3860c70804389469a7c4ea2ad298dc36bde42efe70213fff289629cae5eb1,Evidence at pyproject.toml:362 supports this bounded audit fact: # Unit test source directory e.g.,sha256:79f3860c70804389469a7c4ea2ad298dc36bde42efe70213fff289629cae5eb1,1,0,v53e_0335_span_001,512,0,sha256:73296541c6c9544dbc57808c1e04d995c9705cc01b1d871cef7dde7fb3cb7754,250000000
