system_id,query_id,rank,score,source_span_id,owner_repo,path,line_start
D,v53e_0338,1,1,v53e_0338_span_001,pypa/sampleproject,pyproject.toml,84
D,v53e_0339,1,1,v53e_0339_span_001,pypa/sampleproject,pyproject.toml,105
D,v53e_0340,1,1,v53e_0340_span_001,pypa/sampleproject,pyproject.toml,122
D,v53e_0341,1,1,v53e_0341_span_001,pytest-dev/pytest,pyproject.toml,97
D,v53e_0342,1,1,v53e_0342_span_001,pytest-dev/pytest,pyproject.toml,176
D,v53e_0343,1,1,v53e_0343_span_001,pytest-dev/pytest,pyproject.toml,256
D,v53e_0344,1,1,v53e_0344_span_001,pytest-dev/pytest,pyproject.toml,328
D,v53e_0345,1,1,v53e_0345_span_001,pytest-dev/pytest,tox.ini,113
D,v53e_0346,1,1,v53e_0346_span_001,tiangolo/typer,pyproject.toml,22
D,v53e_0347,1,1,v53e_0347_span_001,tiangolo/typer,pyproject.toml,65
D,v53e_0348,1,1,v53e_0348_span_001,tiangolo/typer,pyproject.toml,133
D,v53e_0349,1,1,v53e_0349_span_001,django/django,pyproject.toml,29
D,v53e_0350,1,1,v53e_0350_span_001,django/django,pyproject.toml,65
D,v53e_0351,1,1,v53e_0351_span_001,django/django,tox.ini,32
D,v53e_0352,1,1,v53e_0352_span_001,django/django,tox.ini,56
D,v53e_0353,1,1,v53e_0353_span_001,django/django,tox.ini,76
D,v53e_0354,1,1,v53e_0354_span_001,fastapi/fastapi,pyproject.toml,37
D,v53e_0355,1,1,v53e_0355_span_001,fastapi/fastapi,pyproject.toml,110
D,v53e_0356,1,1,v53e_0356_span_001,pallets/click,examples/aliases/pyproject.toml,2
D,v53e_0357,1,1,v53e_0357_span_001,pallets/click,examples/aliases/pyproject.toml,14
D,v53e_0358,1,1,v53e_0358_span_001,pallets/click,examples/colors/pyproject.toml,4
D,v53e_0359,1,1,v53e_0359_span_001,pallets/flask,examples/celery/pyproject.toml,2
D,v53e_0360,1,1,v53e_0360_span_001,pallets/flask,examples/celery/pyproject.toml,10
D,v53e_0361,1,1,v53e_0361_span_001,pallets/flask,examples/javascript/pyproject.toml,5
D,v53e_0362,1,1,v53e_0362_span_001,pallets/flask,examples/javascript/pyproject.toml,22
D,v53e_0363,1,1,v53e_0363_span_001,psf/requests,pyproject.toml,29
D,v53e_0364,1,1,v53e_0364_span_001,psf/requests,pyproject.toml,40
D,v53e_0365,1,1,v53e_0365_span_001,psf/requests,pyproject.toml,56
D,v53e_0366,1,1,v53e_0366_span_001,psf/requests,pyproject.toml,88
D,v53e_0367,1,1,v53e_0367_span_001,pypa/pip,pyproject.toml,29
D,v53e_0368,1,1,v53e_0368_span_001,pypa/pip,pyproject.toml,137
D,v53e_0369,1,1,v53e_0369_span_001,pypa/pip,pyproject.toml,362
D,v53e_0370,1,1,v53e_0370_span_001,pypa/sampleproject,pyproject.toml,43
D,v53e_0371,1,1,v53e_0371_span_001,pypa/sampleproject,pyproject.toml,61
D,v53e_0372,1,1,v53e_0372_span_001,pypa/sampleproject,pyproject.toml,84
D,v53e_0373,1,1,v53e_0373_span_001,pypa/sampleproject,pyproject.toml,105
D,v53e_0374,1,1,v53e_0374_span_001,pypa/sampleproject,pyproject.toml,122
D,v53e_0375,1,1,v53e_0375_span_001,pytest-dev/pytest,pyproject.toml,97
D,v53e_0376,1,1,v53e_0376_span_001,pytest-dev/pytest,pyproject.toml,176
D,v53e_0377,1,1,v53e_0377_span_001,pytest-dev/pytest,pyproject.toml,256
D,v53e_0378,1,1,v53e_0378_span_001,pytest-dev/pytest,pyproject.toml,328
D,v53e_0379,1,1,v53e_0379_span_001,pytest-dev/pytest,tox.ini,113
D,v53e_0380,1,1,v53e_0380_span_001,tiangolo/typer,pyproject.toml,22
D,v53e_0381,1,1,v53e_0381_span_001,tiangolo/typer,pyproject.toml,65
D,v53e_0382,1,1,v53e_0382_span_001,tiangolo/typer,pyproject.toml,133
D,v53e_0383,1,1,v53e_0383_span_001,django/django,pyproject.toml,29
D,v53e_0384,1,1,v53e_0384_span_001,django/django,pyproject.toml,65
D,v53e_0385,1,1,v53e_0385_span_001,django/django,tox.ini,32
D,v53e_0386,1,1,v53e_0386_span_001,django/django,tox.ini,56
D,v53e_0387,1,1,v53e_0387_span_001,django/django,tox.ini,76
D,v53e_0388,1,1,v53e_0388_span_001,fastapi/fastapi,pyproject.toml,37
D,v53e_0389,1,1,v53e_0389_span_001,fastapi/fastapi,pyproject.toml,110
D,v53e_0390,1,1,v53e_0390_span_001,pallets/click,examples/aliases/pyproject.toml,2
D,v53e_0391,1,1,v53e_0391_span_001,pallets/click,examples/aliases/pyproject.toml,14
D,v53e_0392,1,1,v53e_0392_span_001,pallets/click,examples/colors/pyproject.toml,4
D,v53e_0393,1,1,v53e_0393_span_001,pallets/flask,examples/celery/pyproject.toml,2
D,v53e_0394,1,1,v53e_0394_span_001,pallets/flask,examples/celery/pyproject.toml,10
D,v53e_0395,1,1,v53e_0395_span_001,pallets/flask,examples/javascript/pyproject.toml,5
D,v53e_0396,1,1,v53e_0396_span_001,pallets/flask,examples/javascript/pyproject.toml,22
D,v53e_0397,1,1,v53e_0397_span_001,psf/requests,pyproject.toml,29
D,v53e_0398,1,1,v53e_0398_span_001,psf/requests,pyproject.toml,40
D,v53e_0399,1,1,v53e_0399_span_001,psf/requests,pyproject.toml,56
D,v53e_0400,1,1,v53e_0400_span_001,psf/requests,pyproject.toml,88
D,v53e_0401,1,1,v53e_0401_span_001,pypa/pip,pyproject.toml,29
D,v53e_0402,1,1,v53e_0402_span_001,pypa/pip,pyproject.toml,137
D,v53e_0403,1,1,v53e_0403_span_001,pypa/pip,pyproject.toml,362
D,v53e_0404,1,1,v53e_0404_span_001,pypa/sampleproject,pyproject.toml,43
D,v53e_0405,1,1,v53e_0405_span_001,pypa/sampleproject,pyproject.toml,61
D,v53e_0406,1,1,v53e_0406_span_001,pypa/sampleproject,pyproject.toml,84
D,v53e_0407,1,1,v53e_0407_span_001,pypa/sampleproject,pyproject.toml,105
D,v53e_0408,1,1,v53e_0408_span_001,pypa/sampleproject,pyproject.toml,122
D,v53e_0409,1,1,v53e_0409_span_001,pytest-dev/pytest,pyproject.toml,97
D,v53e_0410,1,1,v53e_0410_span_001,pytest-dev/pytest,pyproject.toml,176
D,v53e_0411,1,1,v53e_0411_span_001,pytest-dev/pytest,pyproject.toml,256
D,v53e_0412,1,1,v53e_0412_span_001,pytest-dev/pytest,pyproject.toml,328
D,v53e_0413,1,1,v53e_0413_span_001,pytest-dev/pytest,tox.ini,113
D,v53e_0414,1,1,v53e_0414_span_001,tiangolo/typer,pyproject.toml,22
D,v53e_0415,1,1,v53e_0415_span_001,tiangolo/typer,pyproject.toml,65
D,v53e_0416,1,1,v53e_0416_span_001,tiangolo/typer,pyproject.toml,133
D,v53e_0417,1,1,v53e_0417_span_001,django/django,pyproject.toml,29
D,v53e_0418,1,1,v53e_0418_span_001,django/django,pyproject.toml,65
D,v53e_0419,1,1,v53e_0419_span_001,django/django,tox.ini,32
D,v53e_0420,1,1,v53e_0420_span_001,django/django,tox.ini,56
D,v53e_0421,1,1,v53e_0421_span_001,django/django,README.rst,5
D,v53e_0422,1,1,v53e_0422_span_001,fastapi/fastapi,README.md,74
D,v53e_0423,1,1,v53e_0423_span_001,fastapi/fastapi,README.md,516
D,v53e_0424,1,1,v53e_0424_span_001,psf/requests,README.md,3
D,v53e_0425,1,1,v53e_0425_span_001,psf/requests,README.md,60
D,v53e_0426,1,1,v53e_0426_span_001,django/django,README.rst,5
D,v53e_0427,1,1,v53e_0427_span_001,fastapi/fastapi,README.md,74
D,v53e_0428,1,1,v53e_0428_span_001,fastapi/fastapi,README.md,516
D,v53e_0429,1,1,v53e_0429_span_001,psf/requests,README.md,3
D,v53e_0430,1,1,v53e_0430_span_001,psf/requests,README.md,60
D,v53e_0431,1,1,v53e_0431_span_001,django/django,README.rst,5
D,v53e_0432,1,1,v53e_0432_span_001,fastapi/fastapi,README.md,74
D,v53e_0433,1,1,v53e_0433_span_001,fastapi/fastapi,README.md,516
D,v53e_0434,1,1,v53e_0434_span_001,psf/requests,README.md,3
D,v53e_0435,1,1,v53e_0435_span_001,psf/requests,README.md,60
D,v53e_0436,1,1,v53e_0436_span_001,django/django,README.rst,5
D,v53e_0437,1,1,v53e_0437_span_001,fastapi/fastapi,README.md,74
D,v53e_0438,1,1,v53e_0438_span_001,fastapi/fastapi,README.md,516
D,v53e_0439,1,1,v53e_0439_span_001,psf/requests,README.md,3
D,v53e_0440,1,1,v53e_0440_span_001,psf/requests,README.md,60
D,v53e_0441,1,1,v53e_0441_span_001,django/django,README.rst,5
D,v53e_0442,1,1,v53e_0442_span_001,fastapi/fastapi,README.md,74
D,v53e_0443,1,1,v53e_0443_span_001,fastapi/fastapi,README.md,516
D,v53e_0444,1,1,v53e_0444_span_001,psf/requests,README.md,3
D,v53e_0445,1,1,v53e_0445_span_001,psf/requests,README.md,60
D,v53e_0446,1,1,v53e_0446_span_001,django/django,README.rst,5
D,v53e_0447,1,1,v53e_0447_span_001,fastapi/fastapi,README.md,74
D,v53e_0448,1,1,v53e_0448_span_001,fastapi/fastapi,README.md,516
D,v53e_0449,1,1,v53e_0449_span_001,psf/requests,README.md,3
D,v53e_0450,1,1,v53e_0450_span_001,psf/requests,README.md,60
D,v53e_0451,1,1,v53e_0451_span_001,django/django,README.rst,5
D,v53e_0452,1,1,v53e_0452_span_001,fastapi/fastapi,README.md,74
D,v53e_0453,1,1,v53e_0453_span_001,fastapi/fastapi,README.md,516
D,v53e_0454,1,1,v53e_0454_span_001,psf/requests,README.md,3
D,v53e_0455,1,1,v53e_0455_span_001,psf/requests,README.md,60
D,v53e_0456,1,1,v53e_0456_span_001,django/django,README.rst,5
D,v53e_0457,1,1,v53e_0457_span_001,fastapi/fastapi,README.md,74
D,v53e_0458,1,1,v53e_0458_span_001,fastapi/fastapi,README.md,516
D,v53e_0459,1,1,v53e_0459_span_001,psf/requests,README.md,3
D,v53e_0460,1,1,v53e_0460_span_001,psf/requests,README.md,60
D,v53e_0461,1,1,v53e_0461_span_001,django/django,README.rst,5
D,v53e_0462,1,1,v53e_0462_span_001,fastapi/fastapi,README.md,74
D,v53e_0463,1,1,v53e_0463_span_001,fastapi/fastapi,README.md,516
D,v53e_0464,1,1,v53e_0464_span_001,psf/requests,README.md,3
D,v53e_0465,1,1,v53e_0465_span_001,psf/requests,README.md,60
D,v53e_0466,1,1,v53e_0466_span_001,django/django,README.rst,5
D,v53e_0467,1,1,v53e_0467_span_001,fastapi/fastapi,README.md,74
D,v53e_0468,1,1,v53e_0468_span_001,fastapi/fastapi,README.md,516
D,v53e_0469,1,1,v53e_0469_span_001,psf/requests,README.md,3
D,v53e_0470,1,1,v53e_0470_span_001,psf/requests,README.md,60
D,v53e_0471,1,1,v53e_0471_span_001,django/django,README.rst,5
D,v53e_0472,1,1,v53e_0472_span_001,fastapi/fastapi,README.md,74
D,v53e_0473,1,1,v53e_0473_span_001,fastapi/fastapi,README.md,516
D,v53e_0474,1,1,v53e_0474_span_001,psf/requests,README.md,3
D,v53e_0475,1,1,v53e_0475_span_001,psf/requests,README.md,60
D,v53e_0476,1,1,v53e_0476_span_001,django/django,README.rst,5
D,v53e_0477,1,1,v53e_0477_span_001,fastapi/fastapi,README.md,74
D,v53e_0478,1,1,v53e_0478_span_001,fastapi/fastapi,README.md,516
D,v53e_0479,1,1,v53e_0479_span_001,psf/requests,README.md,3
D,v53e_0480,1,1,v53e_0480_span_001,psf/requests,README.md,60
D,v53e_0481,1,1,v53e_0481_span_001,django/django,README.rst,5
D,v53e_0482,1,1,v53e_0482_span_001,fastapi/fastapi,README.md,74
D,v53e_0483,1,1,v53e_0483_span_001,fastapi/fastapi,README.md,516
D,v53e_0484,1,1,v53e_0484_span_001,psf/requests,README.md,3
D,v53e_0485,1,1,v53e_0485_span_001,psf/requests,README.md,60
D,v53e_0486,1,1,v53e_0486_span_001,django/django,README.rst,5
D,v53e_0487,1,1,v53e_0487_span_001,fastapi/fastapi,README.md,74
D,v53e_0488,1,1,v53e_0488_span_001,fastapi/fastapi,README.md,516
D,v53e_0489,1,1,v53e_0489_span_001,psf/requests,README.md,3
D,v53e_0490,1,1,v53e_0490_span_001,psf/requests,README.md,60
D,v53e_0491,1,1,v53e_0491_span_001,django/django,README.rst,5
D,v53e_0492,1,1,v53e_0492_span_001,fastapi/fastapi,README.md,74
D,v53e_0493,1,1,v53e_0493_span_001,fastapi/fastapi,README.md,516
D,v53e_0494,1,1,v53e_0494_span_001,psf/requests,README.md,3
D,v53e_0495,1,1,v53e_0495_span_001,psf/requests,README.md,60
D,v53e_0496,1,1,v53e_0496_span_001,django/django,README.rst,5
D,v53e_0497,1,1,v53e_0497_span_001,fastapi/fastapi,README.md,74
D,v53e_0498,1,1,v53e_0498_span_001,fastapi/fastapi,README.md,516
D,v53e_0499,1,1,v53e_0499_span_001,psf/requests,README.md,3
D,v53e_0500,1,1,v53e_0500_span_001,psf/requests,README.md,60
D,v53e_0501,1,1,v53e_0501_span_001,django/django,README.rst,5
D,v53e_0502,1,1,v53e_0502_span_001,fastapi/fastapi,README.md,74
D,v53e_0503,1,1,v53e_0503_span_001,fastapi/fastapi,README.md,516
D,v53e_0504,1,1,v53e_0504_span_001,psf/requests,README.md,3
D,v53e_0505,1,1,v53e_0505_span_001,psf/requests,README.md,60
D,v53e_0506,1,1,v53e_0506_span_001,django/django,README.rst,5
D,v53e_0507,1,1,v53e_0507_span_001,fastapi/fastapi,README.md,74
D,v53e_0508,1,1,v53e_0508_span_001,fastapi/fastapi,README.md,516
D,v53e_0509,1,1,v53e_0509_span_001,psf/requests,README.md,3
D,v53e_0510,1,1,v53e_0510_span_001,psf/requests,README.md,60
D,v53e_0511,1,1,v53e_0511_span_001,django/django,README.rst,5
D,v53e_0512,1,1,v53e_0512_span_001,fastapi/fastapi,README.md,74
D,v53e_0513,1,1,v53e_0513_span_001,fastapi/fastapi,README.md,516
D,v53e_0514,1,1,v53e_0514_span_001,psf/requests,README.md,3
D,v53e_0515,1,1,v53e_0515_span_001,psf/requests,README.md,60
D,v53e_0516,1,1,v53e_0516_span_001,django/django,README.rst,5
D,v53e_0517,1,1,v53e_0517_span_001,fastapi/fastapi,README.md,74
D,v53e_0518,1,1,v53e_0518_span_001,fastapi/fastapi,README.md,516
D,v53e_0519,1,1,v53e_0519_span_001,psf/requests,README.md,3
D,v53e_0520,1,1,v53e_0520_span_001,psf/requests,README.md,60
D,v53e_0521,1,1,v53e_0521_span_001,django/django,README.rst,5
D,v53e_0522,1,1,v53e_0522_span_001,fastapi/fastapi,README.md,74
D,v53e_0523,1,1,v53e_0523_span_001,fastapi/fastapi,README.md,516
D,v53e_0524,1,1,v53e_0524_span_001,psf/requests,README.md,3
D,v53e_0525,1,1,v53e_0525_span_001,psf/requests,README.md,60
D,v53e_0526,1,1,v53e_0526_span_001,django/django,README.rst,5
D,v53e_0527,1,1,v53e_0527_span_001,fastapi/fastapi,README.md,74
D,v53e_0528,1,1,v53e_0528_span_001,fastapi/fastapi,README.md,516
D,v53e_0529,1,1,v53e_0529_span_001,psf/requests,README.md,3
D,v53e_0530,1,1,v53e_0530_span_001,psf/requests,README.md,60
D,v53e_0531,1,1,v53e_0531_span_001,django/django,README.rst,5
D,v53e_0532,1,1,v53e_0532_span_001,fastapi/fastapi,README.md,74
D,v53e_0533,1,1,v53e_0533_span_001,fastapi/fastapi,README.md,516
D,v53e_0534,1,1,v53e_0534_span_001,psf/requests,README.md,3
D,v53e_0535,1,1,v53e_0535_span_001,psf/requests,README.md,60
D,v53e_0536,1,1,v53e_0536_span_001,django/django,README.rst,5
D,v53e_0537,1,1,v53e_0537_span_001,fastapi/fastapi,README.md,74
D,v53e_0538,1,1,v53e_0538_span_001,fastapi/fastapi,README.md,516
D,v53e_0539,1,1,v53e_0539_span_001,psf/requests,README.md,3
D,v53e_0540,1,1,v53e_0540_span_001,psf/requests,README.md,60
D,v53e_0541,1,1,v53e_0541_span_001,django/django,README.rst,5
D,v53e_0542,1,1,v53e_0542_span_001,fastapi/fastapi,README.md,74
D,v53e_0543,1,1,v53e_0543_span_001,fastapi/fastapi,README.md,516
D,v53e_0544,1,1,v53e_0544_span_001,psf/requests,README.md,3
D,v53e_0545,1,1,v53e_0545_span_001,psf/requests,README.md,60
D,v53e_0546,1,1,v53e_0546_span_001,django/django,README.rst,5
D,v53e_0547,1,1,v53e_0547_span_001,fastapi/fastapi,README.md,74
D,v53e_0548,1,1,v53e_0548_span_001,fastapi/fastapi,README.md,516
D,v53e_0549,1,1,v53e_0549_span_001,psf/requests,README.md,3
D,v53e_0550,1,1,v53e_0550_span_001,psf/requests,README.md,60
D,v53e_0551,1,1,v53e_0551_span_001,django/django,README.rst,5
D,v53e_0552,1,1,v53e_0552_span_001,fastapi/fastapi,README.md,74
D,v53e_0553,1,1,v53e_0553_span_001,fastapi/fastapi,README.md,516
D,v53e_0554,1,1,v53e_0554_span_001,psf/requests,README.md,3
D,v53e_0555,1,1,v53e_0555_span_001,psf/requests,README.md,60
D,v53e_0556,1,1,v53e_0556_span_001,django/django,README.rst,5
D,v53e_0557,1,1,v53e_0557_span_001,fastapi/fastapi,README.md,74
D,v53e_0558,1,1,v53e_0558_span_001,fastapi/fastapi,README.md,516
D,v53e_0559,1,1,v53e_0559_span_001,psf/requests,README.md,3
D,v53e_0560,1,1,v53e_0560_span_001,psf/requests,README.md,60
D,v53e_0561,1,1,v53e_0561_span_001,django/django,README.rst,5
D,v53e_0562,1,1,v53e_0562_span_001,fastapi/fastapi,README.md,74
D,v53e_0563,1,1,v53e_0563_span_001,fastapi/fastapi,README.md,516
D,v53e_0564,1,1,v53e_0564_span_001,psf/requests,README.md,3
D,v53e_0565,1,1,v53e_0565_span_001,psf/requests,README.md,60
D,v53e_0566,1,1,v53e_0566_span_001,django/django,README.rst,5
D,v53e_0567,1,1,v53e_0567_span_001,fastapi/fastapi,README.md,74
D,v53e_0568,1,1,v53e_0568_span_001,fastapi/fastapi,README.md,516
D,v53e_0569,1,1,v53e_0569_span_001,psf/requests,README.md,3
D,v53e_0570,1,1,v53e_0570_span_001,psf/requests,README.md,60
D,v53e_0571,1,1,v53e_0571_span_001,django/django,README.rst,5
D,v53e_0572,1,1,v53e_0572_span_001,fastapi/fastapi,README.md,74
D,v53e_0573,1,1,v53e_0573_span_001,fastapi/fastapi,README.md,516
D,v53e_0574,1,1,v53e_0574_span_001,psf/requests,README.md,3
D,v53e_0575,1,1,v53e_0575_span_001,psf/requests,README.md,60
D,v53e_0576,1,1,v53e_0576_span_001,django/django,README.rst,5
D,v53e_0577,1,1,v53e_0577_span_001,fastapi/fastapi,README.md,74
D,v53e_0578,1,1,v53e_0578_span_001,fastapi/fastapi,README.md,516
D,v53e_0579,1,1,v53e_0579_span_001,psf/requests,README.md,3
D,v53e_0580,1,1,v53e_0580_span_001,psf/requests,README.md,60
D,v53e_0581,1,1,v53e_0581_span_001,django/django,README.rst,22
D,v53e_0582,1,1,v53e_0582_span_001,fastapi/fastapi,README.md,1
D,v53e_0583,1,1,v53e_0583_span_001,fastapi/fastapi,README.md,206
D,v53e_0584,1,1,v53e_0584_span_001,fastapi/fastapi,README.md,309
D,v53e_0585,1,1,v53e_0585_span_001,fastapi/fastapi,README.md,405
D,v53e_0586,1,1,v53e_0586_span_001,pallets/click,README.md,1
D,v53e_0587,1,1,v53e_0587_span_001,pallets/click,README.md,14
D,v53e_0588,1,1,v53e_0588_span_001,pallets/click,README.md,27
D,v53e_0589,1,1,v53e_0589_span_001,pallets/click,README.md,31
D,v53e_0590,1,1,v53e_0590_span_001,pallets/click,README.md,49
D,v53e_0591,1,1,v53e_0591_span_001,pallets/click,README.md,58
D,v53e_0592,1,1,v53e_0592_span_001,pallets/flask,README.md,1
D,v53e_0593,1,1,v53e_0593_span_001,pallets/flask,README.md,9
D,v53e_0594,1,1,v53e_0594_span_001,pallets/flask,README.md,30
D,v53e_0595,1,1,v53e_0595_span_001,pallets/flask,README.md,45
D,v53e_0596,1,1,v53e_0596_span_001,psf/requests,README.md,23
D,v53e_0597,1,1,v53e_0597_span_001,psf/requests,README.md,46
D,v53e_0598,1,1,v53e_0598_span_001,pypa/pip,README.rst,54
D,v53e_0599,1,1,v53e_0599_span_001,pypa/sampleproject,README.md,3
D,v53e_0600,1,1,v53e_0600_span_001,pypa/sampleproject,README.md,39
D,v53e_0601,1,1,v53e_0601_span_001,pytest-dev/pytest,README.rst,1
D,v53e_0602,1,1,v53e_0602_span_001,pytest-dev/pytest,README.rst,139
D,v53e_0603,1,1,v53e_0603_span_001,python/cpython,Doc/README.rst,1
D,v53e_0604,1,1,v53e_0604_span_001,python/cpython,Doc/README.rst,17
D,v53e_0605,1,1,v53e_0605_span_001,python/cpython,Doc/README.rst,31
D,v53e_0606,1,1,v53e_0606_span_001,python/cpython,Doc/README.rst,57
D,v53e_0607,1,1,v53e_0607_span_001,python/cpython,Doc/README.rst,70
D,v53e_0608,1,1,v53e_0608_span_001,python/cpython,Doc/README.rst,86
D,v53e_0609,1,1,v53e_0609_span_001,python/cpython,Doc/README.rst,98
D,v53e_0610,1,1,v53e_0610_span_001,tiangolo/typer,README.md,1
D,v53e_0611,1,1,v53e_0611_span_001,tiangolo/typer,README.md,202
D,v53e_0612,1,1,v53e_0612_span_001,tiangolo/typer,README.md,265
D,v53e_0613,1,1,v53e_0613_span_001,tiangolo/typer,README.md,345
D,v53e_0614,1,1,v53e_0614_span_001,django/django,README.rst,22
D,v53e_0615,1,1,v53e_0615_span_001,fastapi/fastapi,README.md,1
D,v53e_0616,1,1,v53e_0616_span_001,fastapi/fastapi,README.md,206
D,v53e_0617,1,1,v53e_0617_span_001,fastapi/fastapi,README.md,309
D,v53e_0618,1,1,v53e_0618_span_001,fastapi/fastapi,README.md,405
D,v53e_0619,1,1,v53e_0619_span_001,pallets/click,README.md,1
D,v53e_0620,1,1,v53e_0620_span_001,pallets/click,README.md,14
D,v53e_0621,1,1,v53e_0621_span_001,pallets/click,README.md,27
D,v53e_0622,1,1,v53e_0622_span_001,pallets/click,README.md,31
D,v53e_0623,1,1,v53e_0623_span_001,pallets/click,README.md,49
D,v53e_0624,1,1,v53e_0624_span_001,pallets/click,README.md,58
D,v53e_0625,1,1,v53e_0625_span_001,pallets/flask,README.md,1
D,v53e_0626,1,1,v53e_0626_span_001,pallets/flask,README.md,9
D,v53e_0627,1,1,v53e_0627_span_001,pallets/flask,README.md,30
D,v53e_0628,1,1,v53e_0628_span_001,pallets/flask,README.md,45
D,v53e_0629,1,1,v53e_0629_span_001,psf/requests,README.md,23
D,v53e_0630,1,1,v53e_0630_span_001,psf/requests,README.md,46
D,v53e_0631,1,1,v53e_0631_span_001,pypa/pip,README.rst,54
D,v53e_0632,1,1,v53e_0632_span_001,pypa/sampleproject,README.md,3
D,v53e_0633,1,1,v53e_0633_span_001,pypa/sampleproject,README.md,39
D,v53e_0634,1,1,v53e_0634_span_001,pytest-dev/pytest,README.rst,1
D,v53e_0635,1,1,v53e_0635_span_001,pytest-dev/pytest,README.rst,139
D,v53e_0636,1,1,v53e_0636_span_001,python/cpython,Doc/README.rst,1
D,v53e_0637,1,1,v53e_0637_span_001,python/cpython,Doc/README.rst,17
D,v53e_0638,1,1,v53e_0638_span_001,python/cpython,Doc/README.rst,31
D,v53e_0639,1,1,v53e_0639_span_001,python/cpython,Doc/README.rst,57
D,v53e_0640,1,1,v53e_0640_span_001,python/cpython,Doc/README.rst,70
D,v53e_0641,1,1,v53e_0641_span_001,python/cpython,Doc/README.rst,86
D,v53e_0642,1,1,v53e_0642_span_001,python/cpython,Doc/README.rst,98
D,v53e_0643,1,1,v53e_0643_span_001,tiangolo/typer,README.md,1
D,v53e_0644,1,1,v53e_0644_span_001,tiangolo/typer,README.md,202
D,v53e_0645,1,1,v53e_0645_span_001,tiangolo/typer,README.md,265
D,v53e_0646,1,1,v53e_0646_span_001,tiangolo/typer,README.md,345
D,v53e_0647,1,1,v53e_0647_span_001,django/django,README.rst,22
D,v53e_0648,1,1,v53e_0648_span_001,fastapi/fastapi,README.md,1
D,v53e_0649,1,1,v53e_0649_span_001,fastapi/fastapi,README.md,206
D,v53e_0650,1,1,v53e_0650_span_001,fastapi/fastapi,README.md,309
D,v53e_0651,1,1,v53e_0651_span_001,fastapi/fastapi,README.md,405
D,v53e_0652,1,1,v53e_0652_span_001,pallets/click,README.md,1
D,v53e_0653,1,1,v53e_0653_span_001,pallets/click,README.md,14
D,v53e_0654,1,1,v53e_0654_span_001,pallets/click,README.md,27
D,v53e_0655,1,1,v53e_0655_span_001,pallets/click,README.md,31
D,v53e_0656,1,1,v53e_0656_span_001,pallets/click,README.md,49
D,v53e_0657,1,1,v53e_0657_span_001,pallets/click,README.md,58
D,v53e_0658,1,1,v53e_0658_span_001,pallets/flask,README.md,1
D,v53e_0659,1,1,v53e_0659_span_001,pallets/flask,README.md,9
D,v53e_0660,1,1,v53e_0660_span_001,pallets/flask,README.md,30
D,v53e_0661,1,1,v53e_0661_span_001,pallets/flask,README.md,45
D,v53e_0662,1,1,v53e_0662_span_001,psf/requests,README.md,23
D,v53e_0663,1,1,v53e_0663_span_001,psf/requests,README.md,46
D,v53e_0664,1,1,v53e_0664_span_001,pypa/pip,README.rst,54
D,v53e_0665,1,1,v53e_0665_span_001,pypa/sampleproject,README.md,3
D,v53e_0666,1,1,v53e_0666_span_001,pypa/sampleproject,README.md,39
D,v53e_0667,1,1,v53e_0667_span_001,pytest-dev/pytest,README.rst,1
D,v53e_0668,1,1,v53e_0668_span_001,pytest-dev/pytest,README.rst,139
D,v53e_0669,1,1,v53e_0669_span_001,python/cpython,Doc/README.rst,1
D,v53e_0670,1,1,v53e_0670_span_001,python/cpython,Doc/README.rst,17
D,v53e_0671,1,1,v53e_0671_span_001,python/cpython,Doc/README.rst,31
D,v53e_0672,1,1,v53e_0672_span_001,python/cpython,Doc/README.rst,57
D,v53e_0673,1,1,v53e_0673_span_001,python/cpython,Doc/README.rst,70
D,v53e_0674,1,1,v53e_0674_span_001,python/cpython,Doc/README.rst,86
D,v53e_0675,1,1,v53e_0675_span_001,python/cpython,Doc/README.rst,98
D,v53e_0676,1,1,v53e_0676_span_001,tiangolo/typer,README.md,1
D,v53e_0677,1,1,v53e_0677_span_001,tiangolo/typer,README.md,202
D,v53e_0678,1,1,v53e_0678_span_001,tiangolo/typer,README.md,265
D,v53e_0679,1,1,v53e_0679_span_001,tiangolo/typer,README.md,345
D,v53e_0680,1,1,v53e_0680_span_001,django/django,README.rst,22
D,v53e_0681,1,1,v53e_0681_span_001,fastapi/fastapi,README.md,1
D,v53e_0682,1,1,v53e_0682_span_001,fastapi/fastapi,README.md,206
D,v53e_0683,1,1,v53e_0683_span_001,fastapi/fastapi,README.md,309
D,v53e_0684,1,1,v53e_0684_span_001,fastapi/fastapi,README.md,405
D,v53e_0685,1,1,v53e_0685_span_001,pallets/click,README.md,1
D,v53e_0686,1,1,v53e_0686_span_001,pallets/click,README.md,14
D,v53e_0687,1,1,v53e_0687_span_001,pallets/click,README.md,27
D,v53e_0688,1,1,v53e_0688_span_001,pallets/click,README.md,31
D,v53e_0689,1,1,v53e_0689_span_001,pallets/click,README.md,49
D,v53e_0690,1,1,v53e_0690_span_001,pallets/click,README.md,58
D,v53e_0691,1,1,v53e_0691_span_001,pallets/flask,README.md,1
D,v53e_0692,1,1,v53e_0692_span_001,pallets/flask,README.md,9
D,v53e_0693,1,1,v53e_0693_span_001,pallets/flask,README.md,30
D,v53e_0694,1,1,v53e_0694_span_001,pallets/flask,README.md,45
D,v53e_0695,1,1,v53e_0695_span_001,psf/requests,README.md,23
