citation_id,answer_id,system_id,query_id,source_span_id,repo_id,owner_repo,path,line_start,line_end,source_file_sha256,evidence_text_sha256,citation_correct
v52x_D_v53e_0180_citation_001,v52x_D_v53e_0180,D,v53e_0180,v53e_0180_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0181_citation_001,v52x_D_v53e_0181,D,v53e_0181,v53e_0181_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0182_citation_001,v52x_D_v53e_0182,D,v53e_0182,v53e_0182_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0183_citation_001,v52x_D_v53e_0183,D,v53e_0183,v53e_0183_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0184_citation_001,v52x_D_v53e_0184,D,v53e_0184,v53e_0184_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0185_citation_001,v52x_D_v53e_0185,D,v53e_0185,v53e_0185_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0186_citation_001,v52x_D_v53e_0186,D,v53e_0186,v53e_0186_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0187_citation_001,v52x_D_v53e_0187,D,v53e_0187,v53e_0187_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0188_citation_001,v52x_D_v53e_0188,D,v53e_0188,v53e_0188_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0189_citation_001,v52x_D_v53e_0189,D,v53e_0189,v53e_0189_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0190_citation_001,v52x_D_v53e_0190,D,v53e_0190,v53e_0190_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0191_citation_001,v52x_D_v53e_0191,D,v53e_0191,v53e_0191_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0192_citation_001,v52x_D_v53e_0192,D,v53e_0192,v53e_0192_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0193_citation_001,v52x_D_v53e_0193,D,v53e_0193,v53e_0193_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0194_citation_001,v52x_D_v53e_0194,D,v53e_0194,v53e_0194_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0195_citation_001,v52x_D_v53e_0195,D,v53e_0195,v53e_0195_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0196_citation_001,v52x_D_v53e_0196,D,v53e_0196,v53e_0196_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0197_citation_001,v52x_D_v53e_0197,D,v53e_0197,v53e_0197_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0198_citation_001,v52x_D_v53e_0198,D,v53e_0198,v53e_0198_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0199_citation_001,v52x_D_v53e_0199,D,v53e_0199,v53e_0199_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0200_citation_001,v52x_D_v53e_0200,D,v53e_0200,v53e_0200_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0201_citation_001,v52x_D_v53e_0201,D,v53e_0201,v53e_0201_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0202_citation_001,v52x_D_v53e_0202,D,v53e_0202,v53e_0202_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0203_citation_001,v52x_D_v53e_0203,D,v53e_0203,v53e_0203_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0204_citation_001,v52x_D_v53e_0204,D,v53e_0204,v53e_0204_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0205_citation_001,v52x_D_v53e_0205,D,v53e_0205,v53e_0205_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0206_citation_001,v52x_D_v53e_0206,D,v53e_0206,v53e_0206_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0207_citation_001,v52x_D_v53e_0207,D,v53e_0207,v53e_0207_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0208_citation_001,v52x_D_v53e_0208,D,v53e_0208,v53e_0208_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0209_citation_001,v52x_D_v53e_0209,D,v53e_0209,v53e_0209_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0210_citation_001,v52x_D_v53e_0210,D,v53e_0210,v53e_0210_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0211_citation_001,v52x_D_v53e_0211,D,v53e_0211,v53e_0211_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0212_citation_001,v52x_D_v53e_0212,D,v53e_0212,v53e_0212_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0213_citation_001,v52x_D_v53e_0213,D,v53e_0213,v53e_0213_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0214_citation_001,v52x_D_v53e_0214,D,v53e_0214,v53e_0214_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0215_citation_001,v52x_D_v53e_0215,D,v53e_0215,v53e_0215_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0216_citation_001,v52x_D_v53e_0216,D,v53e_0216,v53e_0216_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0217_citation_001,v52x_D_v53e_0217,D,v53e_0217,v53e_0217_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0218_citation_001,v52x_D_v53e_0218,D,v53e_0218,v53e_0218_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0219_citation_001,v52x_D_v53e_0219,D,v53e_0219,v53e_0219_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0220_citation_001,v52x_D_v53e_0220,D,v53e_0220,v53e_0220_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0221_citation_001,v52x_D_v53e_0221,D,v53e_0221,v53e_0221_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0222_citation_001,v52x_D_v53e_0222,D,v53e_0222,v53e_0222_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0223_citation_001,v52x_D_v53e_0223,D,v53e_0223,v53e_0223_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0224_citation_001,v52x_D_v53e_0224,D,v53e_0224,v53e_0224_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0225_citation_001,v52x_D_v53e_0225,D,v53e_0225,v53e_0225_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0226_citation_001,v52x_D_v53e_0226,D,v53e_0226,v53e_0226_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0227_citation_001,v52x_D_v53e_0227,D,v53e_0227,v53e_0227_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0228_citation_001,v52x_D_v53e_0228,D,v53e_0228,v53e_0228_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0229_citation_001,v52x_D_v53e_0229,D,v53e_0229,v53e_0229_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0230_citation_001,v52x_D_v53e_0230,D,v53e_0230,v53e_0230_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0231_citation_001,v52x_D_v53e_0231,D,v53e_0231,v53e_0231_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0232_citation_001,v52x_D_v53e_0232,D,v53e_0232,v53e_0232_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0233_citation_001,v52x_D_v53e_0233,D,v53e_0233,v53e_0233_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0234_citation_001,v52x_D_v53e_0234,D,v53e_0234,v53e_0234_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0235_citation_001,v52x_D_v53e_0235,D,v53e_0235,v53e_0235_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0236_citation_001,v52x_D_v53e_0236,D,v53e_0236,v53e_0236_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0237_citation_001,v52x_D_v53e_0237,D,v53e_0237,v53e_0237_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0238_citation_001,v52x_D_v53e_0238,D,v53e_0238,v53e_0238_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0239_citation_001,v52x_D_v53e_0239,D,v53e_0239,v53e_0239_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0240_citation_001,v52x_D_v53e_0240,D,v53e_0240,v53e_0240_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0241_citation_001,v52x_D_v53e_0241,D,v53e_0241,v53e_0241_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0242_citation_001,v52x_D_v53e_0242,D,v53e_0242,v53e_0242_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0243_citation_001,v52x_D_v53e_0243,D,v53e_0243,v53e_0243_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0244_citation_001,v52x_D_v53e_0244,D,v53e_0244,v53e_0244_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0245_citation_001,v52x_D_v53e_0245,D,v53e_0245,v53e_0245_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0246_citation_001,v52x_D_v53e_0246,D,v53e_0246,v53e_0246_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0247_citation_001,v52x_D_v53e_0247,D,v53e_0247,v53e_0247_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0248_citation_001,v52x_D_v53e_0248,D,v53e_0248,v53e_0248_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0249_citation_001,v52x_D_v53e_0249,D,v53e_0249,v53e_0249_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0250_citation_001,v52x_D_v53e_0250,D,v53e_0250,v53e_0250_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0251_citation_001,v52x_D_v53e_0251,D,v53e_0251,v53e_0251_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0252_citation_001,v52x_D_v53e_0252,D,v53e_0252,v53e_0252_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0253_citation_001,v52x_D_v53e_0253,D,v53e_0253,v53e_0253_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0254_citation_001,v52x_D_v53e_0254,D,v53e_0254,v53e_0254_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0255_citation_001,v52x_D_v53e_0255,D,v53e_0255,v53e_0255_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0256_citation_001,v52x_D_v53e_0256,D,v53e_0256,v53e_0256_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0257_citation_001,v52x_D_v53e_0257,D,v53e_0257,v53e_0257_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0258_citation_001,v52x_D_v53e_0258,D,v53e_0258,v53e_0258_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0259_citation_001,v52x_D_v53e_0259,D,v53e_0259,v53e_0259_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0260_citation_001,v52x_D_v53e_0260,D,v53e_0260,v53e_0260_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
v52x_D_v53e_0261_citation_001,v52x_D_v53e_0261,D,v53e_0261,v53e_0261_span_001,pypa_pip,pypa/pip,pyproject.toml,83,83,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,1
v52x_D_v53e_0262_citation_001,v52x_D_v53e_0262,D,v53e_0262,v53e_0262_span_001,pypa_pip,pypa/pip,pyproject.toml,326,326,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,1
