source_span_id,query_id,parent_source_span_id,parent_query_id,repo_id,owner_repo,head_sha,path,line_start,line_end,evidence_text,evidence_text_sha256,source_file_sha256,local_relpath,source_snapshot_scope
v53e_0213_span_001,v53e_0213,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0214_span_001,v53e_0214,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0215_span_001,v53e_0215,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0216_span_001,v53e_0216,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0217_span_001,v53e_0217,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0218_span_001,v53e_0218,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0219_span_001,v53e_0219,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0220_span_001,v53e_0220,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0221_span_001,v53e_0221,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0222_span_001,v53e_0222,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0223_span_001,v53e_0223,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0224_span_001,v53e_0224,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0225_span_001,v53e_0225,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0226_span_001,v53e_0226,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0227_span_001,v53e_0227,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0228_span_001,v53e_0228,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0229_span_001,v53e_0229,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0230_span_001,v53e_0230,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0231_span_001,v53e_0231,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0232_span_001,v53e_0232,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0233_span_001,v53e_0233,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0234_span_001,v53e_0234,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0235_span_001,v53e_0235,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0236_span_001,v53e_0236,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0237_span_001,v53e_0237,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0238_span_001,v53e_0238,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0239_span_001,v53e_0239,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0240_span_001,v53e_0240,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0241_span_001,v53e_0241,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0242_span_001,v53e_0242,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0243_span_001,v53e_0243,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0244_span_001,v53e_0244,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0245_span_001,v53e_0245,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0246_span_001,v53e_0246,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0247_span_001,v53e_0247,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0248_span_001,v53e_0248,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0249_span_001,v53e_0249,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0250_span_001,v53e_0250,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0251_span_001,v53e_0251,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0252_span_001,v53e_0252,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0253_span_001,v53e_0253,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0254_span_001,v53e_0254,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0255_span_001,v53e_0255,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0256_span_001,v53e_0256,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0257_span_001,v53e_0257,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0258_span_001,v53e_0258,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0259_span_001,v53e_0259,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0260_span_001,v53e_0260,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0261_span_001,v53e_0261,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0262_span_001,v53e_0262,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0263_span_001,v53e_0263,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0264_span_001,v53e_0264,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0265_span_001,v53e_0265,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0266_span_001,v53e_0266,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0267_span_001,v53e_0267,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0268_span_001,v53e_0268,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0269_span_001,v53e_0269,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0270_span_001,v53e_0270,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0271_span_001,v53e_0271,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0272_span_001,v53e_0272,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0273_span_001,v53e_0273,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0274_span_001,v53e_0274,v53d_0059_span_001,v53d_0059,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,326,326,"""incompatible_with_venv"",",sha256:283a7f26339032f39e07573dc06c44227c83d28cc8bef6b45ac52571d3031dde,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
v53e_0275_span_001,v53e_0275,v53d_0054_span_001,v53d_0054,pypa_pip,pypa/pip,486db076e2f4f0bf6780c24cd487f09dc2a14015,pyproject.toml,83,83,# currently incompatible with sphinxcontrib-towncrier,sha256:b4e1cbc5744665bbc37c581db1c633e8e101c22db314d0fe52f13137b87ddc5a,sha256:5fa492fbec3cace968f9aff374558a922806cf373fb49b18e266b61558df79b3,source_canary/pypa__pip/pyproject.toml,canary
