system_id,query_id,negative_or_abstain,abstained,abstain_correct
E,v53e_0930,1,1,1
E,v53e_0931,1,1,1
E,v53e_0932,1,1,1
E,v53e_0933,1,1,1
E,v53e_0934,1,1,1
E,v53e_0935,1,1,1
E,v53e_0936,1,1,1
E,v53e_0937,1,1,1
E,v53e_0938,1,1,1
E,v53e_0939,1,1,1
E,v53e_0940,1,1,1
E,v53e_0941,1,1,1
E,v53e_0942,1,1,1
E,v53e_0943,1,1,1
E,v53e_0944,1,1,1
E,v53e_0945,1,1,1
E,v53e_0946,1,1,1
E,v53e_0947,1,1,1
E,v53e_0948,1,1,1
E,v53e_0949,1,1,1
E,v53e_0950,1,1,1
E,v53e_0951,1,1,1
E,v53e_0952,1,1,1
E,v53e_0953,1,1,1
E,v53e_0954,1,1,1
E,v53e_0955,1,1,1
E,v53e_0956,1,1,1
E,v53e_0957,1,1,1
E,v53e_0958,1,1,1
E,v53e_0959,1,1,1
E,v53e_0960,1,1,1
E,v53e_0961,1,1,1
E,v53e_0962,1,1,1
E,v53e_0963,1,1,1
E,v53e_0964,1,1,1
E,v53e_0965,1,1,1
E,v53e_0966,1,1,1
E,v53e_0967,1,1,1
E,v53e_0968,1,1,1
E,v53e_0969,1,1,1
E,v53e_0970,1,1,1
E,v53e_0971,1,1,1
E,v53e_0972,1,1,1
E,v53e_0973,1,1,1
E,v53e_0974,1,1,1
E,v53e_0975,1,1,1
E,v53e_0976,1,1,1
E,v53e_0977,1,1,1
E,v53e_0978,1,1,1
E,v53e_0979,1,1,1
E,v53e_0980,1,1,1
E,v53e_0981,1,1,1
E,v53e_0982,1,1,1
E,v53e_0983,1,1,1
E,v53e_0984,1,1,1
E,v53e_0985,1,1,1
E,v53e_0986,1,1,1
E,v53e_0987,1,1,1
E,v53e_0988,1,1,1
E,v53e_0989,1,1,1
E,v53e_0990,1,1,1
E,v53e_0991,1,1,1
E,v53e_0992,1,1,1
E,v53e_0993,1,1,1
E,v53e_0994,1,1,1
E,v53e_0995,1,1,1
E,v53e_0996,1,1,1
E,v53e_0997,1,1,1
E,v53e_0998,1,1,1
E,v53e_0999,1,1,1
E,v53e_1000,1,1,1
